date,well,find,chem,area,wqo
4/1/1986,04N23W16F04S,640,tds,miramonte,800
4/10/1986,04N23W16F04S,36,chloride,miramonte,100
4/10/1986,04N23W16F04S,191,sulfate,miramonte,300
8/31/1987,04N23W16F04S,27,chloride,miramonte,100
8/31/1987,04N23W16F04S,235,sulfate,miramonte,300
9/21/1987,04N23W16F04S,0.6,boron,miramonte,0.5
9/21/1987,04N23W16F04S,52,chloride,miramonte,100
9/21/1987,04N23W16F04S,174,sulfate,miramonte,300
10/3/1989,04N23W16F04S,54,chloride,miramonte,100
10/3/1989,04N23W16F04S,54,chloride,miramonte,100
10/3/1989,04N23W16F04S,8.5842,nitrate_as_n,miramonte,10
10/3/1989,04N23W16F04S,38,nitrate_as_no3,miramonte,45
10/3/1989,04N23W16F04S,177,sulfate,miramonte,300
10/3/1989,04N23W16F04S,177,sulfate,miramonte,300
10/3/1989,04N23W16F04S,600,tds,miramonte,800
2/7/2005,04N23W16F04S,0.4,boron,miramonte,0.5
2/7/2005,04N23W16F04S,0.4,boron,miramonte,0.5
2/7/2005,04N23W16F04S,17,chloride,miramonte,100
2/7/2005,04N23W16F04S,17,chloride,miramonte,100
2/7/2005,04N23W16F04S,1.1295,nitrate_as_n,miramonte,10
2/7/2005,04N23W16F04S,5,nitrate_as_no3,miramonte,45
2/7/2005,04N23W16F04S,151,sulfate,miramonte,300
2/7/2005,04N23W16F04S,151,sulfate,miramonte,300
2/7/2005,04N23W16F04S,450,tds,miramonte,800
10/17/2005,04N23W16F04S,3.1626,nitrate_as_n,miramonte,10
10/17/2005,04N23W16F04S,14,nitrate_as_no3,miramonte,45
7/10/2006,04N23W16F04S,1.3554,nitrate_as_n,miramonte,10
7/10/2006,04N23W16F04S,6,nitrate_as_no3,miramonte,45
7/2/2007,04N23W16F04S,2.4849,nitrate_as_n,miramonte,10
7/2/2007,04N23W16F04S,11,nitrate_as_no3,miramonte,45
5/19/2008,04N23W16F04S,0.41,boron,miramonte,0.5
5/19/2008,04N23W16F04S,0.41,boron,miramonte,0.5
5/19/2008,04N23W16F04S,18,chloride,miramonte,100
5/19/2008,04N23W16F04S,18,chloride,miramonte,100
5/19/2008,04N23W16F04S,1.55871,nitrate_as_n,miramonte,10
5/19/2008,04N23W16F04S,6.9,nitrate_as_no3,miramonte,45
5/19/2008,04N23W16F04S,210,sulfate,miramonte,300
5/19/2008,04N23W16F04S,210,sulfate,miramonte,300
5/19/2008,04N23W16F04S,610,tds,miramonte,800
9/22/2009,04N23W16F04S,4.78908,nitrate_as_n,miramonte,10
9/22/2009,04N23W16F04S,21.2,nitrate_as_no3,miramonte,45
11/9/2010,04N23W16F04S,4.76649,nitrate_as_n,miramonte,10
11/9/2010,04N23W16F04S,21.1,nitrate_as_no3,miramonte,45
6/27/2011,04N23W16F04S,0.5,boron,miramonte,0.5
6/27/2011,04N23W16F04S,0.5,boron,miramonte,0.5
6/27/2011,04N23W16F04S,21,chloride,miramonte,100
6/27/2011,04N23W16F04S,21,chloride,miramonte,100
6/27/2011,04N23W16F04S,1.73943,nitrate_as_n,miramonte,10
6/27/2011,04N23W16F04S,7.7,nitrate_as_no3,miramonte,45
6/27/2011,04N23W16F04S,198,sulfate,miramonte,300
6/27/2011,04N23W16F04S,198,sulfate,miramonte,300
6/27/2011,04N23W16F04S,550,tds,miramonte,800
7/3/2012,04N23W16F04S,3.20778,nitrate_as_n,miramonte,10
7/3/2012,04N23W16F04S,14.2,nitrate_as_no3,miramonte,45
6/4/2013,04N23W16F04S,5.69268,nitrate_as_n,miramonte,10
6/4/2013,04N23W16F04S,25.2,nitrate_as_no3,miramonte,45
9/10/2013,04N23W16F04S,8.5842,nitrate_as_n,miramonte,10
9/10/2013,04N23W16F04S,38,nitrate_as_no3,miramonte,45
10/22/2013,04N23W16F04S,8.78751,nitrate_as_n,miramonte,10
10/22/2013,04N23W16F04S,38.9,nitrate_as_no3,miramonte,45
11/19/2013,04N23W16F04S,11.11428,nitrate_as_n,miramonte,10
11/19/2013,04N23W16F04S,49.2,nitrate_as_no3,miramonte,45
12/3/2013,04N23W16F04S,11.65644,nitrate_as_n,miramonte,10
12/3/2013,04N23W16F04S,51.6,nitrate_as_no3,miramonte,45
3/18/2014,04N23W16F04S,6.57369,nitrate_as_n,miramonte,10
3/18/2014,04N23W16F04S,29.1,nitrate_as_no3,miramonte,45
4/1/2014,04N23W16F04S,0.5,boron,miramonte,0.5
4/1/2014,04N23W16F04S,0.5,boron,miramonte,0.5
4/1/2014,04N23W16F04S,48,chloride,miramonte,100
4/1/2014,04N23W16F04S,48,chloride,miramonte,100
4/1/2014,04N23W16F04S,5.15052,nitrate_as_n,miramonte,10
4/1/2014,04N23W16F04S,5.17311,nitrate_as_n,miramonte,10
4/1/2014,04N23W16F04S,22.8,nitrate_as_no3,miramonte,45
4/1/2014,04N23W16F04S,22.9,nitrate_as_no3,miramonte,45
4/1/2014,04N23W16F04S,182,sulfate,miramonte,300
4/1/2014,04N23W16F04S,182,sulfate,miramonte,300
4/1/2014,04N23W16F04S,620,tds,miramonte,800
5/20/2014,04N23W16F04S,5.12793,nitrate_as_n,miramonte,10
5/20/2014,04N23W16F04S,22.7,nitrate_as_no3,miramonte,45
6/3/2014,04N23W16F04S,6.46074,nitrate_as_n,miramonte,10
6/3/2014,04N23W16F04S,28.6,nitrate_as_no3,miramonte,45
7/9/2014,04N23W16F04S,8.62938,nitrate_as_n,miramonte,10
7/9/2014,04N23W16F04S,38.2,nitrate_as_no3,miramonte,45
8/12/2014,04N23W16F04S,8.56161,nitrate_as_n,miramonte,10
8/12/2014,04N23W16F04S,37.9,nitrate_as_no3,miramonte,45
9/9/2014,04N23W16F04S,9.42003,nitrate_as_n,miramonte,10
9/9/2014,04N23W16F04S,41.7,nitrate_as_no3,miramonte,45
10/21/2014,04N23W16F04S,10.14291,nitrate_as_n,miramonte,10
10/21/2014,04N23W16F04S,44.9,nitrate_as_no3,miramonte,45
11/4/2014,04N23W16F04S,10.41399,nitrate_as_n,miramonte,10
11/4/2014,04N23W16F04S,46.1,nitrate_as_no3,miramonte,45
2/3/2015,04N23W16F04S,10.59471,nitrate_as_n,miramonte,10
2/3/2015,04N23W16F04S,46.9,nitrate_as_no3,miramonte,45
4/7/2015,04N23W16F04S,7.79355,nitrate_as_n,miramonte,10
4/7/2015,04N23W16F04S,6.30261,nitrate_as_n,miramonte,10
4/7/2015,04N23W16F04S,34.5,nitrate_as_no3,miramonte,45
4/7/2015,04N23W16F04S,27.9,nitrate_as_no3,miramonte,45
5/5/2015,04N23W16F04S,6.82218,nitrate_as_n,miramonte,10
5/5/2015,04N23W16F04S,30.2,nitrate_as_no3,miramonte,45
6/2/2015,04N23W16F04S,7.31916,nitrate_as_n,miramonte,10
6/2/2015,04N23W16F04S,32.4,nitrate_as_no3,miramonte,45
7/28/2015,04N23W16F04S,8.3,nitrate_as_n,miramonte,10
7/28/2015,04N23W16F04S,36.74244,nitrate_as_no3,miramonte,45
8/4/2015,04N23W16F04S,8.8,nitrate_as_n,miramonte,10
8/4/2015,04N23W16F04S,38.95584,nitrate_as_no3,miramonte,45
6/28/2016,04N23W16F04S,10.1,nitrate_as_n,miramonte,10
6/28/2016,04N23W16F04S,44.71068,nitrate_as_no3,miramonte,45
7/12/2016,04N23W16F04S,11.1,nitrate_as_n,miramonte,10
7/12/2016,04N23W16F04S,49.13748,nitrate_as_no3,miramonte,45
2/28/2017,04N23W16F04S,0.5,boron,miramonte,0.5
2/28/2017,04N23W16F04S,0.5,boron,miramonte,0.5
2/28/2017,04N23W16F04S,28,chloride,miramonte,100
2/28/2017,04N23W16F04S,28,chloride,miramonte,100
2/28/2017,04N23W16F04S,2.4,nitrate_as_n,miramonte,10
2/28/2017,04N23W16F04S,10.62432,nitrate_as_no3,miramonte,45
2/28/2017,04N23W16F04S,177,sulfate,miramonte,300
2/28/2017,04N23W16F04S,177,sulfate,miramonte,300
2/28/2017,04N23W16F04S,590,tds,miramonte,800
4/18/2017,04N23W16F04S,2.1,nitrate_as_n,miramonte,10
4/18/2017,04N23W16F04S,9.29628,nitrate_as_no3,miramonte,45
5/16/2017,04N23W16F04S,2.3,nitrate_as_n,miramonte,10
5/16/2017,04N23W16F04S,10.18164,nitrate_as_no3,miramonte,45
6/6/2017,04N23W16F04S,2.3,nitrate_as_n,miramonte,10
6/6/2017,04N23W16F04S,10.18164,nitrate_as_no3,miramonte,45
7/5/2017,04N23W16F04S,2.6,nitrate_as_n,miramonte,10
7/5/2017,04N23W16F04S,11.50968,nitrate_as_no3,miramonte,45
8/22/2017,04N23W16F04S,3,nitrate_as_n,miramonte,10
8/22/2017,04N23W16F04S,13.2804,nitrate_as_no3,miramonte,45
9/19/2017,04N23W16F04S,3.2,nitrate_as_n,miramonte,10
9/19/2017,04N23W16F04S,14.16576,nitrate_as_no3,miramonte,45
10/10/2017,04N23W16F04S,3.4,nitrate_as_n,miramonte,10
10/10/2017,04N23W16F04S,15.05112,nitrate_as_no3,miramonte,45
11/7/2017,04N23W16F04S,3.5,nitrate_as_n,miramonte,10
11/7/2017,04N23W16F04S,15.4938,nitrate_as_no3,miramonte,45
12/12/2017,04N23W16F04S,4.1,nitrate_as_n,miramonte,10
12/12/2017,04N23W16F04S,18.14988,nitrate_as_no3,miramonte,45
1/2/2018,04N23W16F04S,4.3,nitrate_as_n,miramonte,10
1/2/2018,04N23W16F04S,19.03524,nitrate_as_no3,miramonte,45
2/13/2018,04N23W16F04S,5.2,nitrate_as_n,miramonte,10
2/13/2018,04N23W16F04S,23.01936,nitrate_as_no3,miramonte,45
3/6/2018,04N23W16F04S,5.5,nitrate_as_n,miramonte,10
3/6/2018,04N23W16F04S,24.3474,nitrate_as_no3,miramonte,45
3/20/2018,04N23W16F04S,5.5,nitrate_as_n,miramonte,10
3/20/2018,04N23W16F04S,24.3474,nitrate_as_no3,miramonte,45
4/3/2018,04N23W16F04S,5.4,nitrate_as_n,miramonte,10
4/3/2018,04N23W16F04S,23.90472,nitrate_as_no3,miramonte,45
5/8/2018,04N23W16F04S,4.9,nitrate_as_n,miramonte,10
5/8/2018,04N23W16F04S,21.69132,nitrate_as_no3,miramonte,45
6/12/2018,04N23W16F04S,6.1,nitrate_as_n,miramonte,10
6/12/2018,04N23W16F04S,27.00348,nitrate_as_no3,miramonte,45
7/10/2018,04N23W16F04S,5.8,nitrate_as_n,miramonte,10
7/10/2018,04N23W16F04S,25.67544,nitrate_as_no3,miramonte,45
8/14/2018,04N23W16F04S,6.1,nitrate_as_n,miramonte,10
8/14/2018,04N23W16F04S,27.00348,nitrate_as_no3,miramonte,45
9/4/2018,04N23W16F04S,5.9,nitrate_as_n,miramonte,10
9/4/2018,04N23W16F04S,26.11812,nitrate_as_no3,miramonte,45
10/2/2018,04N23W16F04S,6.4,nitrate_as_n,miramonte,10
10/2/2018,04N23W16F04S,28.33152,nitrate_as_no3,miramonte,45
11/6/2018,04N23W16F04S,6.7,nitrate_as_n,miramonte,10
11/6/2018,04N23W16F04S,29.65956,nitrate_as_no3,miramonte,45
3/26/2019,04N23W16F04S,2.4,nitrate_as_n,miramonte,10
3/26/2019,04N23W16F04S,10.62432,nitrate_as_no3,miramonte,45
10/4/1995,04N23W16F05S,0.4,boron,miramonte,0.5
10/4/1995,04N23W16F05S,48,chloride,miramonte,100
10/4/1995,04N23W16F05S,6.5511,nitrate_as_n,miramonte,10
10/4/1995,04N23W16F05S,29,nitrate_as_no3,miramonte,45
10/4/1995,04N23W16F05S,180,sulfate,miramonte,300
10/4/1995,04N23W16F05S,784,tds,miramonte,800
5/11/1990,04N23W16G03S,0.4,boron,,0.5
5/11/1990,04N23W16G03S,62,chloride,,100
5/11/1990,04N23W16G03S,3.34332,nitrate_as_n,,10
5/11/1990,04N23W16G03S,14.8,nitrate_as_no3,,45
5/11/1990,04N23W16G03S,229,sulfate,,300
5/11/1990,04N23W16G03S,556,tds,,800
11/5/1990,04N23W16G03S,62,chloride,,100
11/5/1990,04N23W16G03S,3.34332,nitrate_as_n,,10
11/5/1990,04N23W16G03S,14.8,nitrate_as_no3,,45
11/5/1990,04N23W16G03S,229,sulfate,,300
11/5/1990,04N23W16G03S,556,tds,,800
7/13/1990,04N23W17L01S,3.2,boron,Terraces,0.5
7/13/1990,04N23W17L01S,512,chloride,Terraces,100
7/13/1990,04N23W17L01S,2940,sulfate,Terraces,300
7/13/1990,04N23W17L01S,5040,tds,Terraces,800
6/8/1982,04N23W20A01S,30,chloride,santaana,100
6/8/1982,04N23W20A01S,1.3554,nitrate_as_n,santaana,10
6/8/1982,04N23W20A01S,6,nitrate_as_no3,santaana,45
6/8/1982,04N23W20A01S,227,sulfate,santaana,300
6/8/1982,04N23W20A01S,580,tds,santaana,800
7/18/1983,04N23W20A01S,0.3,boron,santaana,0.5
7/18/1983,04N23W20A01S,18,chloride,santaana,100
7/18/1983,04N23W20A01S,1.08432,nitrate_as_n,santaana,10
7/18/1983,04N23W20A01S,4.8,nitrate_as_no3,santaana,45
7/18/1983,04N23W20A01S,246,sulfate,santaana,300
7/18/1983,04N23W20A01S,538,tds,santaana,800
7/18/1984,04N23W20A01S,0.4,boron,santaana,0.5
7/18/1984,04N23W20A01S,98,chloride,santaana,100
7/18/1984,04N23W20A01S,0.74547,nitrate_as_n,santaana,10
7/18/1984,04N23W20A01S,3.3,nitrate_as_no3,santaana,45
7/18/1984,04N23W20A01S,631,sulfate,santaana,300
7/18/1984,04N23W20A01S,1355,tds,santaana,800
7/24/1984,04N23W20A01S,0.6,boron,santaana,0.5
7/24/1984,04N23W20A01S,93,chloride,santaana,100
7/24/1984,04N23W20A01S,0.81324,nitrate_as_n,santaana,10
7/24/1984,04N23W20A01S,3.6,nitrate_as_no3,santaana,45
7/24/1984,04N23W20A01S,689,sulfate,santaana,300
7/24/1984,04N23W20A01S,1306,tds,santaana,800
11/21/1984,04N23W20A01S,0.6,boron,santaana,0.5
11/21/1984,04N23W20A01S,84,chloride,santaana,100
11/21/1984,04N23W20A01S,438,sulfate,santaana,300
11/21/1984,04N23W20A01S,1112,tds,santaana,800
12/27/1984,04N23W20A01S,0.5,boron,santaana,0.5
12/27/1984,04N23W20A01S,28,chloride,santaana,100
12/27/1984,04N23W20A01S,212,sulfate,santaana,300
12/27/1984,04N23W20A01S,538,tds,santaana,800
4/11/1985,04N23W20A01S,0.7,boron,santaana,0.5
4/11/1985,04N23W20A01S,44,chloride,santaana,100
4/11/1985,04N23W20A01S,265,sulfate,santaana,300
4/11/1985,04N23W20A01S,562,tds,santaana,800
11/15/1985,04N23W20A01S,0.8,boron,santaana,0.5
11/15/1985,04N23W20A01S,110,chloride,santaana,100
11/15/1985,04N23W20A01S,2.14605,nitrate_as_n,santaana,10
11/15/1985,04N23W20A01S,9.5,nitrate_as_no3,santaana,45
11/15/1985,04N23W20A01S,566,sulfate,santaana,300
11/15/1985,04N23W20A01S,1420,tds,santaana,800
12/19/1985,04N23W20A01S,64,chloride,santaana,100
12/19/1985,04N23W20A01S,4.11138,nitrate_as_n,santaana,10
12/19/1985,04N23W20A01S,18.2,nitrate_as_no3,santaana,45
12/19/1985,04N23W20A01S,392,sulfate,santaana,300
12/19/1985,04N23W20A01S,875,tds,santaana,800
4/10/1986,04N23W20A01S,0.5,boron,santaana,0.5
4/10/1986,04N23W20A01S,77,chloride,santaana,100
4/10/1986,04N23W20A01S,3.86289,nitrate_as_n,santaana,10
4/10/1986,04N23W20A01S,17.1,nitrate_as_no3,santaana,45
4/10/1986,04N23W20A01S,501,sulfate,santaana,300
4/10/1986,04N23W20A01S,1096,tds,santaana,800
5/6/1987,04N23W20A01S,0.4,boron,santaana,0.5
5/6/1987,04N23W20A01S,1.1295,nitrate_as_n,santaana,10
5/6/1987,04N23W20A01S,5,nitrate_as_no3,santaana,45
5/6/1987,04N23W20A01S,644,tds,santaana,800
11/19/1987,04N23W20A01S,72,chloride,santaana,100
11/19/1987,04N23W20A01S,4.67613,nitrate_as_n,santaana,10
11/19/1987,04N23W20A01S,20.7,nitrate_as_no3,santaana,45
11/19/1987,04N23W20A01S,432,sulfate,santaana,300
11/19/1987,04N23W20A01S,972,tds,santaana,800
5/5/1988,04N23W20A01S,31,chloride,santaana,100
5/5/1988,04N23W20A01S,1.1295,nitrate_as_n,santaana,10
5/5/1988,04N23W20A01S,5,nitrate_as_no3,santaana,45
5/5/1988,04N23W20A01S,223,sulfate,santaana,300
5/5/1988,04N23W20A01S,724,tds,santaana,800
7/10/1990,04N23W20A01S,0.63252,nitrate_as_n,santaana,10
7/10/1990,04N23W20A01S,2.8,nitrate_as_no3,santaana,45
7/10/1990,04N23W20A01S,329,sulfate,santaana,300
7/10/1990,04N23W20A01S,720,tds,santaana,800
11/5/1990,04N23W20A01S,61,chloride,santaana,100
11/5/1990,04N23W20A01S,3.36591,nitrate_as_n,santaana,10
11/5/1990,04N23W20A01S,14.9,nitrate_as_no3,santaana,45
11/5/1990,04N23W20A01S,508,sulfate,santaana,300
11/5/1990,04N23W20A01S,980,tds,santaana,800
4/24/1991,04N23W20A01S,37,chloride,santaana,100
4/24/1991,04N23W20A01S,1.06173,nitrate_as_n,santaana,10
4/24/1991,04N23W20A01S,4.7,nitrate_as_no3,santaana,45
4/24/1991,04N23W20A01S,187,sulfate,santaana,300
4/24/1991,04N23W20A01S,752,tds,santaana,800
6/8/1998,04N23W20A01S,1.64907,nitrate_as_n,santaana,10
6/8/1998,04N23W20A01S,7.3,nitrate_as_no3,santaana,45
8/18/1999,04N23W20A01S,86,chloride,santaana,100
8/18/1999,04N23W20A01S,2.7108,nitrate_as_n,santaana,10
8/18/1999,04N23W20A01S,12,nitrate_as_no3,santaana,45
8/18/1999,04N23W20A01S,672,sulfate,santaana,300
8/18/1999,04N23W20A01S,1280,tds,santaana,800
10/3/1972,04N23W20J02S,39,chloride,santaana,100
10/3/1972,04N23W20J02S,2.0331,nitrate_as_n,santaana,10
10/3/1972,04N23W20J02S,9,nitrate_as_no3,santaana,45
10/3/1972,04N23W20J02S,259,sulfate,santaana,300
10/3/1972,04N23W20J02S,760,tds,santaana,800
5/1/1975,04N23W20J02S,22,chloride,santaana,100
5/1/1975,04N23W20J02S,1.19727,nitrate_as_n,santaana,10
5/1/1975,04N23W20J02S,5.3,nitrate_as_no3,santaana,45
5/1/1975,04N23W20J02S,206,sulfate,santaana,300
5/1/1975,04N23W20J02S,498,tds,santaana,800
6/9/1976,04N23W20J02S,0.6777,nitrate_as_n,santaana,10
6/9/1976,04N23W20J02S,3,nitrate_as_no3,santaana,45
6/21/1977,04N23W20J02S,1.1295,nitrate_as_n,santaana,10
6/21/1977,04N23W20J02S,5,nitrate_as_no3,santaana,45
6/21/1977,04N23W20J02S,740,tds,santaana,800
6/16/1978,04N23W20J02S,0.4,boron,santaana,0.5
6/16/1978,04N23W20J02S,14,chloride,santaana,100
6/16/1978,04N23W20J02S,1.3554,nitrate_as_n,santaana,10
6/16/1978,04N23W20J02S,6,nitrate_as_no3,santaana,45
6/16/1978,04N23W20J02S,214,sulfate,santaana,300
6/16/1978,04N23W20J02S,679,tds,santaana,800
8/8/1979,04N23W20J02S,610,tds,santaana,800
6/17/1980,04N23W20J02S,560,tds,santaana,800
6/30/1981,04N23W20J02S,0.9036,nitrate_as_n,santaana,10
6/30/1981,04N23W20J02S,4,nitrate_as_no3,santaana,45
6/30/1981,04N23W20J02S,638,tds,santaana,800
9/22/2009,04N23W20J02S,2.91411,nitrate_as_n,santaana,10
9/22/2009,04N23W20J02S,12.9,nitrate_as_no3,santaana,45
7/24/1984,04N23W20Q02S,0.5,boron,santaana,0.5
7/24/1984,04N23W20Q02S,73,chloride,santaana,100
7/24/1984,04N23W20Q02S,0.24849,nitrate_as_n,santaana,10
7/24/1984,04N23W20Q02S,1.1,nitrate_as_no3,santaana,45
7/24/1984,04N23W20Q02S,229,sulfate,santaana,300
7/24/1984,04N23W20Q02S,622,tds,santaana,800
11/21/1984,04N23W20Q02S,0.4,boron,santaana,0.5
11/21/1984,04N23W20Q02S,27,chloride,santaana,100
11/21/1984,04N23W20Q02S,212,sulfate,santaana,300
11/21/1984,04N23W20Q02S,624,tds,santaana,800
11/15/1985,04N23W20Q02S,38,chloride,santaana,100
11/15/1985,04N23W20Q02S,1.53612,nitrate_as_n,santaana,10
11/15/1985,04N23W20Q02S,6.8,nitrate_as_no3,santaana,45
11/15/1985,04N23W20Q02S,223,sulfate,santaana,300
11/15/1985,04N23W20Q02S,608,tds,santaana,800
4/10/1986,04N23W20Q02S,29,chloride,santaana,100
4/10/1986,04N23W20Q02S,3.56922,nitrate_as_n,santaana,10
4/10/1986,04N23W20Q02S,15.8,nitrate_as_no3,santaana,45
4/10/1986,04N23W20Q02S,185,sulfate,santaana,300
4/10/1986,04N23W20Q02S,584,tds,santaana,800
5/6/1987,04N23W20Q02S,29,chloride,santaana,100
5/6/1987,04N23W20Q02S,0.9036,nitrate_as_n,santaana,10
5/6/1987,04N23W20Q02S,4,nitrate_as_no3,santaana,45
5/6/1987,04N23W20Q02S,255,sulfate,santaana,300
5/6/1987,04N23W20Q02S,608,tds,santaana,800
11/19/1987,04N23W20Q02S,1.21986,nitrate_as_n,santaana,10
11/19/1987,04N23W20Q02S,5.4,nitrate_as_no3,santaana,45
11/19/1987,04N23W20Q02S,612,tds,santaana,800
5/5/1988,04N23W20Q02S,32,chloride,santaana,100
5/5/1988,04N23W20Q02S,1.53612,nitrate_as_n,santaana,10
5/5/1988,04N23W20Q02S,6.8,nitrate_as_no3,santaana,45
5/5/1988,04N23W20Q02S,206,sulfate,santaana,300
5/5/1988,04N23W20Q02S,716,tds,santaana,800
7/10/1990,04N23W20Q02S,42,chloride,santaana,100
7/10/1990,04N23W20Q02S,0.47439,nitrate_as_n,santaana,10
7/10/1990,04N23W20Q02S,2.1,nitrate_as_no3,santaana,45
7/10/1990,04N23W20Q02S,276,sulfate,santaana,300
7/10/1990,04N23W20Q02S,664,tds,santaana,800
11/5/1990,04N23W20Q02S,51,chloride,santaana,100
11/5/1990,04N23W20Q02S,0.42921,nitrate_as_n,santaana,10
11/5/1990,04N23W20Q02S,1.9,nitrate_as_no3,santaana,45
11/5/1990,04N23W20Q02S,311,sulfate,santaana,300
11/5/1990,04N23W20Q02S,708,tds,santaana,800
4/24/1991,04N23W20Q02S,45,chloride,santaana,100
4/24/1991,04N23W20Q02S,2.07828,nitrate_as_n,santaana,10
4/24/1991,04N23W20Q02S,9.2,nitrate_as_no3,santaana,45
4/24/1991,04N23W20Q02S,224,sulfate,santaana,300
4/24/1991,04N23W20Q02S,808,tds,santaana,800
9/25/2007,04N23W20R01S,0.36,boron,santaana,0.5
9/25/2007,04N23W20R01S,43,chloride,santaana,100
9/25/2007,04N23W20R01S,1.42317,nitrate_as_n,santaana,10
9/25/2007,04N23W20R01S,6.3,nitrate_as_no3,santaana,45
9/25/2007,04N23W20R01S,259,sulfate,santaana,300
9/25/2007,04N23W20R01S,734,tds,santaana,800
5/6/1987,04N23W29C01S,2.12346,nitrate_as_n,santaana,10
5/6/1987,04N23W29C01S,9.4,nitrate_as_no3,santaana,45
5/6/1987,04N23W29C01S,274,sulfate,santaana,300
5/6/1987,04N23W29C01S,668,tds,santaana,800
11/20/1987,04N23W29C01S,0.5,boron,santaana,0.5
11/20/1987,04N23W29C01S,45,chloride,santaana,100
11/20/1987,04N23W29C01S,0.49698,nitrate_as_n,santaana,10
11/20/1987,04N23W29C01S,2.2,nitrate_as_no3,santaana,45
11/20/1987,04N23W29C01S,276,sulfate,santaana,300
11/20/1987,04N23W29C01S,624,tds,santaana,800
5/5/1988,04N23W29C01S,0.7,boron,santaana,0.5
5/5/1988,04N23W29C01S,42,chloride,santaana,100
5/5/1988,04N23W29C01S,3.86289,nitrate_as_n,santaana,10
5/5/1988,04N23W29C01S,17.1,nitrate_as_no3,santaana,45
5/5/1988,04N23W29C01S,272,sulfate,santaana,300
5/5/1988,04N23W29C01S,852,tds,santaana,800
7/13/1984,04N23W29C02S,0.2,boron,santaana,0.5
7/13/1984,04N23W29C02S,22,chloride,santaana,100
7/13/1984,04N23W29C02S,0.31626,nitrate_as_n,santaana,10
7/13/1984,04N23W29C02S,1.4,nitrate_as_no3,santaana,45
7/13/1984,04N23W29C02S,244,sulfate,santaana,300
7/13/1984,04N23W29C02S,610,tds,santaana,800
5/6/1987,04N23W29F01S,36,chloride,santaana,100
5/6/1987,04N23W29F01S,1.94274,nitrate_as_n,santaana,10
5/6/1987,04N23W29F01S,8.6,nitrate_as_no3,santaana,45
5/6/1987,04N23W29F01S,712,tds,santaana,800
5/17/1972,04N23W29F02S,0.4,boron,santaana,0.5
5/17/1972,04N23W29F02S,26,chloride,santaana,100
5/17/1972,04N23W29F02S,1.24245,nitrate_as_n,santaana,10
5/17/1972,04N23W29F02S,5.5,nitrate_as_no3,santaana,45
5/17/1972,04N23W29F02S,254,sulfate,santaana,300
5/17/1972,04N23W29F02S,647,tds,santaana,800
9/1/1972,04N23W29F02S,0.4,boron,santaana,0.5
9/1/1972,04N23W29F02S,36,chloride,santaana,100
9/1/1972,04N23W29F02S,254,sulfate,santaana,300
9/1/1972,04N23W29F02S,698,tds,santaana,800
6/14/1973,04N23W29F02S,0.5,boron,santaana,0.5
6/14/1973,04N23W29F02S,22,chloride,santaana,100
6/14/1973,04N23W29F02S,2.7108,nitrate_as_n,santaana,10
6/14/1973,04N23W29F02S,12,nitrate_as_no3,santaana,45
6/14/1973,04N23W29F02S,204,sulfate,santaana,300
6/14/1973,04N23W29F02S,623,tds,santaana,800
6/9/1976,04N23W29F02S,0.4,boron,santaana,0.5
6/9/1976,04N23W29F02S,26,chloride,santaana,100
6/9/1976,04N23W29F02S,1.08432,nitrate_as_n,santaana,10
6/9/1976,04N23W29F02S,4.8,nitrate_as_no3,santaana,45
6/9/1976,04N23W29F02S,241,sulfate,santaana,300
6/9/1976,04N23W29F02S,632,tds,santaana,800
3/30/1977,04N23W29F02S,0.7,boron,santaana,0.5
3/30/1977,04N23W29F02S,38,chloride,santaana,100
3/30/1977,04N23W29F02S,251,sulfate,santaana,300
3/30/1977,04N23W29F02S,745,tds,santaana,800
6/14/1978,04N23W29F02S,553,tds,santaana,800
8/8/1979,04N23W29F02S,580,tds,santaana,800
6/17/1980,04N23W29F02S,588,tds,santaana,800
6/30/1981,04N23W29F02S,0.9036,nitrate_as_n,santaana,10
6/30/1981,04N23W29F02S,4,nitrate_as_no3,santaana,45
6/30/1981,04N23W29F02S,635,tds,santaana,800
6/8/1982,04N23W29F02S,2.0331,nitrate_as_n,santaana,10
6/8/1982,04N23W29F02S,9,nitrate_as_no3,santaana,45
6/8/1982,04N23W29F02S,575,tds,santaana,800
7/28/1983,04N23W29F02S,14,chloride,santaana,100
7/28/1983,04N23W29F02S,0.88101,nitrate_as_n,santaana,10
7/28/1983,04N23W29F02S,3.9,nitrate_as_no3,santaana,45
7/28/1983,04N23W29F02S,224,sulfate,santaana,300
7/28/1983,04N23W29F02S,509,tds,santaana,800
7/13/1984,04N23W29F02S,0.3,boron,santaana,0.5
7/13/1984,04N23W29F02S,0.18072,nitrate_as_n,santaana,10
7/13/1984,04N23W29F02S,0.8,nitrate_as_no3,santaana,45
7/13/1984,04N23W29F02S,258,sulfate,santaana,300
7/13/1984,04N23W29F02S,662,tds,santaana,800
11/21/1984,04N23W29F02S,190,sulfate,santaana,300
11/21/1984,04N23W29F02S,610,tds,santaana,800
11/15/1985,04N23W29F02S,1.42317,nitrate_as_n,santaana,10
11/15/1985,04N23W29F02S,6.3,nitrate_as_no3,santaana,45
11/15/1985,04N23W29F02S,209,sulfate,santaana,300
11/15/1985,04N23W29F02S,596,tds,santaana,800
12/19/1985,04N23W29F02S,0.3,boron,santaana,0.5
